loan_id,event_date,action_type,promised_to_pay_date
106839,2023-03-20,Email,2023-03-30
106839,2023-09-27,Call,2023-10-05
106843,2025-07-04,Call,2025-07-12
106843,2025-09-23,Email,2025-10-12
106845,2025-10-16,Email,2025-10-26
106847,2023-07-05,Hardship,2023-07-25
106849,2023-03-08,Call,2023-02-20
106850,2026-02-02,Call,2026-02-25
106855,2023-10-30,SMS,2023-11-24
106855,2024-09-30,Call,2024-10-10
106857,2025-12-18,SMS,2026-01-02
106859,2025-06-26,Agent,2025-07-01
106860,2026-01-18,Call,2026-01-27
106861,2025-01-14,Call,2025-02-04
106863,2025-05-13,Email,2025-06-17
106863,2025-06-23,Email,2025-06-19
106866,2025-04-28,Email,2025-05-03
106866,2025-06-15,Email,2025-07-12
106866,2025-11-23,SMS,2025-11-23
106866,2025-12-17,SMS,2026-01-19
106867,2025-01-15,Hardship,2025-01-21
106868,2022-10-10,SMS,2022-10-17
106871,2025-02-14,Agent,2025-01-30
106872,2024-06-09,Email,2024-06-28
106876,2024-10-22,Hardship,2024-11-21
106884,2024-05-12,Hardship,2024-04-27
106884,2024-09-04,Agent,2024-09-13
106884,2025-01-23,Agent,2025-02-08
106885,2026-01-16,Hardship,2026-01-17
106889,2025-03-09,Email,2025-03-13
106889,2025-08-11,Hardship,2025-08-10
106890,2024-07-25,Email,2024-08-07
106892,2025-05-05,Email,2025-06-06
106892,2025-12-12,Call,2025-12-23
106893,2025-09-23,Call,2025-09-25
106894,2025-07-08,Agent,2025-07-09
106894,2025-10-05,Call,2025-10-30
106895,2025-06-20,Hardship,2025-06-27
106896,2022-12-31,Agent,2023-01-28
106897,2025-09-05,Hardship,2025-09-23
106898,2024-02-08,Agent,2024-03-10
106902,2023-10-15,SMS,2023-10-24
106906,2024-08-20,SMS,2024-09-07
106907,2023-02-14,SMS,2023-02-01
106907,2023-04-15,Email,2023-04-28
106907,2025-06-18,Agent,2025-07-01
106910,2024-02-08,Agent,2024-01-25
106910,2025-02-25,SMS,2025-03-11
106911,2025-08-13,Email,2025-08-16
106912,2025-11-12,Email,2025-11-02
106913,2023-08-10,SMS,2023-08-22
106913,2024-02-24,Hardship,2024-03-28
106913,2025-02-28,Email,2025-03-18
106913,2025-03-28,Email,2025-04-12
106913,2025-06-15,Hardship,2025-06-01
106915,2026-02-11,Hardship,2026-02-17
106918,2025-03-16,SMS,2025-03-21
106923,2024-05-24,Agent,2024-06-12
106923,2024-11-22,SMS,2024-12-12
106923,2025-11-15,Hardship,2025-12-03
106929,2025-09-16,Hardship,2025-10-14
106930,2024-09-04,Call,2024-09-27
106930,2024-12-10,Hardship,2024-12-31
106930,2025-09-22,SMS,2025-09-08
106932,2024-09-10,Agent,2024-09-18
106939,2025-10-25,Hardship,2025-11-10
106941,2022-10-21,Call,2022-11-11
106944,2023-11-15,SMS,2023-12-07
106945,2023-09-24,Agent,2023-10-05
106948,2023-11-13,Call,2023-11-18
106951,2023-09-23,Agent,2023-10-27
106951,2024-09-26,Agent,2024-10-23
106952,2025-11-30,Email,2025-12-07
106953,2026-01-25,Hardship,2026-01-22
106954,2022-05-05,Agent,2022-05-18
106955,2024-08-03,Agent,2024-07-25
106956,2023-10-13,Hardship,2023-10-29
106956,2025-06-29,Agent,2025-06-16
106957,2024-04-20,Call,2024-04-26
106958,2024-12-21,Call,2025-01-17
106958,2025-11-11,Email,2025-11-09
106960,2024-08-10,SMS,2024-08-15
106963,2025-07-21,Email,2025-07-16
106964,2026-02-08,Agent,2026-02-06
106968,2024-07-03,Call,2024-07-02
106968,2025-01-04,Call,2024-12-24
106969,2026-02-06,Hardship,2026-01-28
106973,2024-09-06,Email,2024-09-05
106973,2025-10-04,Agent,2025-11-08
106974,2024-05-26,SMS,2024-05-23
106976,2024-09-12,Call,2024-09-06
106976,2025-02-20,Agent,2025-03-07
106977,2023-04-29,Email,2023-05-01
106977,2023-07-01,SMS,2023-06-14
106977,2024-02-01,Hardship,2024-01-20
106977,2024-10-11,SMS,2024-10-29
106979,2025-11-24,Email,2025-12-17
106980,2025-06-18,Email,2025-07-17
106981,2025-01-17,SMS,2025-02-01
106983,2023-06-08,Call,2023-06-15
106983,2023-07-30,Agent,2023-08-01
106983,2024-11-06,Agent,2024-11-02
106983,2025-04-28,SMS,2025-05-24
106983,2025-07-01,Email,2025-07-20
106985,2022-03-29,SMS,2022-04-22
106985,2023-01-11,Email,2022-12-26
106985,2023-04-23,Hardship,2023-05-11
106985,2023-10-11,Hardship,2023-10-14
106985,2023-12-12,Agent,2023-12-06
106986,2026-02-05,Call,2026-01-31
106988,2026-02-06,Agent,2026-02-20
106990,2025-05-14,Hardship,2025-05-28
106990,2026-02-03,Hardship,2026-02-20
106996,2024-11-23,Hardship,2024-12-03
106996,2025-03-13,Email,2025-04-05
106996,2025-07-22,Call,2025-07-26
106998,2025-11-23,Call,2025-12-23
106999,2025-09-24,SMS,2025-10-27
106999,2025-12-06,Email,2025-12-25
107003,2024-06-08,SMS,2024-06-06
107003,2024-12-02,Email,2024-12-19
107003,2026-02-04,Agent,2026-01-28
107005,2024-10-13,Agent,2024-10-22
107007,2023-08-21,Hardship,2023-09-13
107008,2024-10-17,Call,2024-10-15
107010,2023-05-01,SMS,2023-05-04
107010,2025-05-23,Call,2025-06-01
107011,2025-05-05,SMS,2025-05-09
107017,2023-08-01,Email,2023-08-07
107017,2023-08-23,Call,2023-08-29
107017,2023-12-25,Hardship,2024-01-17
107017,2025-06-01,Email,2025-06-15
107018,2024-10-28,SMS,2024-11-21
107018,2025-01-30,Call,2025-02-28
107022,2024-05-06,Hardship,2024-05-20
107022,2024-09-04,Call,2024-09-29
107022,2024-11-10,Hardship,2024-11-02
107022,2024-12-16,Call,2025-01-05
107024,2024-05-31,Call,2024-05-24
107026,2024-01-22,Email,2024-01-12
107027,2025-02-08,SMS,2025-01-24
107029,2025-04-09,Hardship,2025-04-24
107030,2022-09-20,Call,2022-10-03
107034,2025-09-07,Hardship,2025-09-18
107035,2024-07-29,Email,2024-07-27
107037,2024-07-29,SMS,2024-08-17
107038,2024-04-03,Call,2024-04-24
107038,2025-09-01,Call,2025-10-01
107041,2024-09-01,SMS,2024-09-21
107041,2025-05-05,Hardship,2025-05-11
107041,2025-12-10,SMS,2025-12-03
107044,2026-02-23,Hardship,2026-02-22
107049,2022-11-23,Hardship,2022-12-17
107049,2023-09-24,SMS,2023-09-29
107052,2025-03-03,Agent,2025-03-03
107053,2024-10-18,Email,2024-10-26
107053,2024-12-03,Hardship,2024-12-17
107053,2025-02-02,Agent,2025-02-02
107053,2025-05-08,Agent,2025-04-30
107053,2025-08-28,Agent,2025-08-31
107056,2024-01-23,Hardship,2024-02-13
107061,2024-09-26,SMS,2024-10-01
107061,2024-10-11,Agent,2024-11-03
107061,2025-09-21,Agent,2025-09-23
107062,2023-07-23,SMS,2023-07-31
107063,2024-07-08,Call,2024-07-13
107066,2024-08-05,Call,2024-07-27
107066,2024-09-20,Agent,2024-10-12
107067,2025-12-21,Hardship,2026-01-16
107069,2024-07-11,SMS,2024-07-14
107071,2024-10-20,SMS,2024-11-04
107071,2025-06-10,Call,2025-07-02
107071,2025-08-10,SMS,2025-08-25
107072,2024-04-23,Agent,2024-05-02
107072,2024-08-24,Agent,2024-09-05
107072,2025-01-16,Hardship,2025-02-02
107074,2023-11-18,Call,2023-12-23
107074,2025-04-18,Call,2025-05-22
107078,2023-09-07,Agent,2023-09-07
107079,2024-11-16,Call,2024-11-24
107084,2023-02-04,Hardship,2023-03-08
107085,2023-03-28,Email,2023-04-20
107085,2023-10-04,Hardship,2023-10-08
107085,2025-03-07,Call,2025-03-23
107085,2025-08-26,Agent,2025-08-21
107088,2025-11-16,Hardship,2025-12-01
107089,2024-12-05,Email,2024-12-29
107090,2025-02-06,Call,2025-02-21
107095,2025-06-08,SMS,2025-06-17
107096,2025-07-07,Call,2025-07-12
107096,2025-08-30,Agent,2025-09-12
107096,2026-01-27,Email,2026-01-27
107097,2022-05-28,Email,2022-06-01
107103,2022-09-22,Call,2022-10-27
107106,2024-02-19,Email,2024-03-02
107109,2023-12-10,Email,2023-12-27
107114,2025-02-22,Hardship,2025-03-04
107117,2025-09-14,SMS,2025-09-16
107119,2023-06-21,Agent,2023-06-18
107120,2023-02-25,SMS,2023-03-06
107120,2023-05-28,Agent,2023-05-27
107120,2026-02-02,Agent,2026-02-04
107124,2025-02-19,Email,2025-02-21
107124,2025-05-01,Hardship,2025-04-26
107129,2025-03-29,Email,2025-03-30
107129,2025-05-05,Email,2025-04-25
107130,2024-01-13,Call,2024-01-26
107132,2024-10-20,Agent,2024-10-18
107143,2023-10-30,Agent,2023-11-03
107143,2024-04-15,SMS,2024-04-29
107146,2023-06-04,SMS,2023-07-06
107146,2023-08-04,Email,2023-09-04
107146,2024-05-15,Hardship,2024-05-08
107147,2024-09-26,Call,2024-09-21
107147,2025-08-28,Email,2025-09-09
107149,2026-02-13,SMS,2026-02-20
107153,2023-10-25,Hardship,2023-11-28
107154,2023-12-08,SMS,2023-12-07
107154,2024-03-14,Call,2024-03-25
107161,2022-07-29,Call,2022-08-01
107161,2025-05-18,Email,2025-06-04
107164,2025-12-24,SMS,2026-01-01
107165,2023-07-13,Agent,2023-08-13
107165,2024-08-02,Agent,2024-08-07
107166,2026-02-17,Agent,2026-03-06
107167,2025-07-09,Email,2025-08-03
107170,2024-06-27,Agent,2024-07-09
107171,2025-09-11,Hardship,2025-09-18
107172,2023-09-24,SMS,2023-09-21
107172,2024-04-13,SMS,2024-04-19
107173,2024-03-14,Call,2024-03-30
107173,2024-09-07,Hardship,2024-09-12
107173,2024-12-11,Email,2024-12-09
107173,2025-02-08,Hardship,2025-02-28
107176,2023-04-15,Hardship,2023-04-26
107176,2023-05-11,SMS,2023-05-20
107176,2023-12-17,Agent,2023-12-30
107177,2022-10-25,Email,2022-11-13
107177,2024-04-07,Agent,2024-04-01
107178,2023-05-21,SMS,2023-06-16
107178,2024-02-13,Hardship,2024-02-26
107178,2024-04-25,SMS,2024-05-14
107180,2023-12-18,Agent,2023-12-21
107180,2024-09-11,Call,2024-09-16
107180,2025-05-07,Hardship,2025-05-14
107181,2025-02-04,Agent,2025-01-30
107181,2025-07-01,SMS,2025-07-25
107182,2025-11-24,Agent,2025-12-11
107183,2024-02-29,Email,2024-03-29
107183,2025-11-29,Agent,2026-01-03
107183,2026-01-10,SMS,2026-01-14
107185,2025-03-18,SMS,2025-03-23
107186,2023-11-05,Agent,2023-12-01
107186,2024-04-05,Email,2024-04-07
107188,2025-03-21,Agent,2025-04-12
107189,2025-09-20,SMS,2025-09-20
107189,2026-02-17,Call,2026-03-03
107191,2022-09-21,Agent,2022-09-24
107191,2025-10-15,Email,2025-10-18
107192,2024-07-09,Call,2024-06-27
107196,2024-12-29,Agent,2025-01-17
107197,2024-08-22,SMS,2024-09-09
107199,2025-06-02,Call,2025-06-09
107201,2025-10-21,Hardship,2025-11-14
107202,2025-03-13,Hardship,2025-03-23
107204,2023-12-05,Agent,2023-12-06
107204,2024-07-10,Email,2024-07-23
107209,2025-12-23,Call,2025-12-29
107210,2024-02-12,Call,2024-03-02
107213,2025-01-29,SMS,2025-02-08
107214,2024-10-21,Hardship,2024-11-19
107215,2024-12-02,Agent,2024-12-14
107217,2023-09-14,Call,2023-09-27
107217,2024-07-11,Email,2024-07-22
107221,2023-11-06,Hardship,2023-11-05
107221,2024-09-01,Call,2024-10-01
107221,2025-06-19,Agent,2025-07-06
107221,2025-09-06,Call,2025-09-09
107226,2025-03-25,Email,2025-04-23
107228,2025-02-15,SMS,2025-03-18
107228,2025-06-18,Call,2025-07-04
107231,2026-01-23,SMS,2026-01-30
107233,2024-01-25,Email,2024-02-05
107234,2023-07-20,Agent,2023-07-20
107234,2024-10-20,Hardship,2024-10-28
107234,2025-06-15,SMS,2025-06-10
107235,2023-08-08,Agent,2023-08-31
107236,2025-06-26,SMS,2025-06-19
107239,2024-03-04,Agent,2024-03-23
107243,2024-03-02,Call,2024-03-03
107246,2024-06-16,Agent,2024-07-06
107246,2024-09-29,Call,2024-09-20
107247,2025-10-19,Hardship,2025-10-09
107248,2025-05-17,Hardship,2025-05-06
107248,2026-02-11,Hardship,2026-02-25
107249,2025-04-18,Hardship,2025-05-01
107252,2024-01-29,Agent,2024-02-11
107253,2025-07-08,Email,2025-07-17
107255,2026-01-28,Email,2026-01-19
107256,2022-05-22,Email,2022-06-12
107257,2025-03-17,Call,2025-03-21
107257,2025-05-31,Email,2025-06-14
107259,2023-12-02,Agent,2023-12-18
107259,2024-06-03,Email,2024-06-12
107259,2025-04-07,Agent,2025-03-31
107259,2025-10-07,Call,2025-09-21
107260,2023-10-25,Agent,2023-11-03
107260,2024-09-07,Agent,2024-09-09
107262,2023-03-26,Agent,2023-04-03
107262,2025-09-20,SMS,2025-09-21
107263,2025-05-26,SMS,2025-06-11
107264,2024-09-13,Call,2024-09-26
107264,2024-10-27,Hardship,2024-10-24
107268,2024-07-21,SMS,2024-08-10
107268,2025-07-16,Agent,2025-08-16
107269,2024-01-06,Email,2024-01-27
107269,2024-02-18,Hardship,2024-02-14
107269,2025-02-06,Call,2025-03-02
107270,2023-03-30,Hardship,2023-03-24
107270,2025-09-20,Agent,2025-09-30
107273,2025-12-08,SMS,2025-12-24
107274,2024-09-12,Agent,2024-09-17
107275,2025-11-01,Email,2025-11-23
107277,2023-12-03,Hardship,2023-11-25
107277,2025-02-26,Email,2025-03-10
107279,2024-10-17,SMS,2024-10-31
107279,2024-11-26,Hardship,2024-12-04
107280,2023-03-27,Agent,2023-03-24
107281,2025-09-19,Hardship,2025-10-06
107282,2023-03-09,Call,2023-02-22
107282,2023-07-04,Call,2023-07-20
107282,2023-08-18,Call,2023-08-24
107282,2023-10-19,SMS,2023-10-29
107282,2024-10-25,Call,2024-10-25
107283,2025-10-06,Agent,2025-09-24
107286,2023-12-05,Email,2024-01-05
107286,2024-09-21,Call,2024-09-15
107286,2025-04-22,Hardship,2025-04-22
107286,2025-11-06,Email,2025-12-01
107289,2026-02-06,Email,2026-02-11
107292,2024-08-10,Email,2024-08-10
107293,2025-05-24,Email,2025-05-20
107298,2024-06-29,Email,2024-07-26
107301,2023-06-21,Call,2023-06-17
107302,2023-02-26,Email,2023-03-15
107302,2024-01-18,Agent,2024-01-20
107306,2023-12-28,Hardship,2023-12-27
107308,2024-08-31,SMS,2024-08-21
107308,2024-11-04,Hardship,2024-10-27
107309,2025-01-16,Call,2025-02-07
107309,2025-05-08,Hardship,2025-05-26
107310,2026-01-26,Email,2026-01-19
107313,2024-12-07,Hardship,2024-12-21
107315,2025-05-11,Call,2025-06-02
107318,2024-04-27,Agent,2024-04-25
107320,2022-04-24,Call,2022-05-12
107320,2025-09-19,SMS,2025-09-25
107322,2025-10-02,Email,2025-10-15
107324,2026-02-09,SMS,2026-03-03
107326,2024-11-03,Agent,2024-10-29
107326,2026-01-08,Agent,2026-01-13
107327,2025-08-25,Call,2025-09-06
107332,2023-05-03,SMS,2023-05-21
107334,2024-03-02,SMS,2024-03-06
107336,2024-12-09,Call,2024-12-17
107336,2026-02-13,SMS,2026-02-19
107338,2024-12-14,Call,2024-12-25
107339,2023-12-08,Hardship,2023-12-28
107339,2025-04-29,Email,2025-05-06
107340,2024-09-21,Hardship,2024-09-22
107340,2025-08-24,Hardship,2025-09-03
107342,2024-08-16,SMS,2024-09-08
107343,2022-11-12,Hardship,2022-11-25
107343,2022-12-11,Agent,2022-11-30
107343,2023-03-27,Email,2023-04-06
107343,2023-10-24,Agent,2023-10-30
107343,2024-01-31,Hardship,2024-01-31
107344,2025-05-10,SMS,2025-05-25
107350,2025-01-15,Call,2025-01-08
107351,2025-10-25,Hardship,2025-11-06
107354,2026-01-16,Call,2026-01-09
107355,2023-05-03,SMS,2023-05-31
107355,2024-10-09,Agent,2024-10-14
107355,2025-06-11,Agent,2025-06-13
107357,2025-05-12,Agent,2025-06-02
107358,2025-07-28,Call,2025-07-21
107360,2022-07-02,Hardship,2022-07-08
107365,2023-11-22,Agent,2023-12-08
107365,2024-07-04,Agent,2024-07-06
107366,2025-04-23,Hardship,2025-05-08
107366,2025-09-25,SMS,2025-09-14
107367,2025-10-30,Agent,2025-11-16
107369,2025-01-19,Agent,2025-02-06
107369,2025-06-08,Agent,2025-06-11
107370,2023-05-25,Call,2023-06-13
107374,2025-09-09,SMS,2025-10-10
107376,2023-07-22,SMS,2023-08-19
107376,2024-03-01,Agent,2024-03-01
107376,2024-04-25,Email,2024-04-28
107382,2024-04-29,Agent,2024-05-13
107382,2026-01-02,Email,2026-01-05
107386,2023-09-05,Call,2023-09-04
107386,2025-02-24,Agent,2025-02-22
107386,2025-04-21,SMS,2025-05-02
107386,2025-08-31,Agent,2025-09-17
107387,2023-04-12,SMS,2023-04-05
107389,2025-12-02,Email,2025-11-22
107395,2024-08-04,Agent,2024-08-14
107395,2024-10-05,Hardship,2024-09-30
107395,2025-02-26,Email,2025-03-29
107395,2025-06-06,Call,2025-06-22
107398,2025-01-18,Email,2025-01-18
107401,2025-11-02,Email,2025-11-25
107405,2024-08-08,Email,2024-07-28
107407,2022-11-30,Hardship,2022-12-14
107407,2025-01-11,SMS,2025-02-09
107409,2026-01-08,Email,2025-12-31
107412,2024-02-27,SMS,2024-03-17
107413,2025-07-03,Call,2025-08-05
107414,2024-03-08,Call,2024-03-30
107415,2025-02-14,SMS,2025-02-13
107419,2025-01-01,Agent,2024-12-22
107419,2025-03-27,SMS,2025-03-20
107419,2025-05-26,Call,2025-05-19
107421,2023-03-18,Email,2023-04-04
107421,2023-10-14,Email,2023-10-02
107422,2023-11-20,Call,2023-11-24
107423,2023-09-12,Call,2023-09-23
107425,2023-08-01,Email,2023-07-24
107425,2024-01-26,SMS,2024-01-18
107427,2023-09-09,Hardship,2023-09-25
107427,2025-09-19,Call,2025-09-30
107427,2026-01-11,Email,2026-01-15
107428,2026-01-13,Call,2026-01-26
107429,2024-01-11,Hardship,2024-01-14
107429,2025-03-28,Email,2025-04-28
107430,2024-11-03,SMS,2024-10-26
107430,2024-12-02,Hardship,2024-11-25
107430,2025-05-31,SMS,2025-05-28
107431,2025-03-25,Email,2025-04-15
107431,2025-07-11,SMS,2025-07-30
107432,2024-01-02,SMS,2023-12-29
107432,2025-04-18,Email,2025-04-30
107432,2026-01-27,Hardship,2026-01-28
107433,2023-03-08,SMS,2023-03-26
107434,2023-10-14,Call,2023-10-29
107434,2024-01-03,Hardship,2023-12-26
107434,2024-08-22,Hardship,2024-09-08
107438,2025-10-24,SMS,2025-11-22
107438,2026-01-01,Call,2026-01-15
107439,2023-06-30,Hardship,2023-07-12
107439,2024-12-27,Email,2025-01-21
107439,2025-02-10,Email,2025-01-24
107440,2023-11-14,Email,2023-11-28
107440,2025-07-07,Email,2025-07-19
107441,2023-01-04,Hardship,2023-01-07
107441,2023-03-29,Agent,2023-04-19
107441,2025-03-06,Call,2025-04-01
107441,2025-05-08,Email,2025-05-19
107442,2024-01-28,Call,2024-01-19
107442,2024-03-14,Agent,2024-03-21
107442,2024-04-28,Agent,2024-04-27
107442,2025-04-20,Call,2025-04-25
107444,2024-11-25,Agent,2024-12-15
107449,2026-01-16,Agent,2026-01-18
107452,2024-05-10,Hardship,2024-06-06
107452,2024-08-20,Call,2024-08-17
107456,2025-06-21,Agent,2025-06-27
107456,2025-10-31,SMS,2025-10-19
107457,2023-09-05,Call,2023-09-14
107457,2024-03-03,SMS,2024-03-16
107461,2023-02-05,Agent,2023-02-22
107464,2025-04-14,Hardship,2025-04-17
107464,2025-08-13,Email,2025-08-13
107465,2024-02-26,Agent,2024-03-17
107470,2025-02-02,Agent,2025-02-04
107474,2024-10-01,Agent,2024-09-29
107475,2024-06-08,Agent,2024-07-01
107475,2025-12-04,Hardship,2025-12-19
107476,2024-04-28,Hardship,2024-04-26
107476,2025-04-16,SMS,2025-05-05
107476,2025-09-25,Agent,2025-10-18
107477,2022-06-27,Hardship,2022-07-14
107477,2023-02-24,Agent,2023-03-08
107478,2025-05-14,Agent,2025-05-27
107479,2023-08-29,Agent,2023-08-21
107479,2025-02-04,Agent,2025-01-19
107481,2023-12-09,SMS,2023-12-08
107481,2025-04-22,Call,2025-05-02
107484,2022-04-24,SMS,2022-05-03
107484,2022-08-12,Call,2022-08-21
107484,2024-07-24,Call,2024-08-12
107485,2023-11-04,Agent,2023-11-14
107485,2024-02-24,Agent,2024-02-29
107486,2025-06-17,Hardship,2025-06-29
107487,2024-02-13,Call,2024-02-10
107487,2024-10-08,Call,2024-10-14
107489,2024-10-29,SMS,2024-11-28
107491,2025-08-12,Hardship,2025-09-15
107492,2025-05-16,Hardship,2025-06-13
107496,2024-04-18,SMS,2024-04-16
107496,2025-08-10,Agent,2025-08-15
107497,2025-09-15,Call,2025-09-17
107501,2024-05-22,Agent,2024-06-13
107501,2025-02-26,Email,2025-03-07
107502,2024-11-08,Hardship,2024-11-16
107502,2025-03-09,Call,2025-03-20
107509,2025-01-03,Email,2025-01-30
107514,2023-11-28,SMS,2023-12-12
107514,2024-11-11,Email,2024-11-25
107517,2025-12-10,SMS,2025-12-22
107518,2022-09-14,Hardship,2022-09-07
107518,2022-12-08,Agent,2022-12-12
107518,2023-03-12,Hardship,2023-03-20
107518,2024-04-07,Agent,2024-04-25
107519,2025-09-22,Email,2025-10-23
107523,2025-11-18,SMS,2025-11-17
107524,2024-10-18,Call,2024-10-05
107526,2024-04-18,Agent,2024-04-28
107526,2024-06-18,Call,2024-06-27
107526,2024-12-11,Hardship,2024-12-05
107529,2025-09-22,Hardship,2025-10-09
107529,2026-01-29,Agent,2026-01-20
107530,2025-10-24,Email,2025-11-11
107531,2024-01-02,Hardship,2024-01-19
107532,2023-10-28,SMS,2023-11-28
107535,2025-08-19,Call,2025-09-20
107536,2025-09-03,SMS,2025-09-18
107537,2024-01-26,SMS,2024-01-19
107537,2024-06-22,Agent,2024-07-03
107538,2023-08-02,Call,2023-08-29
107539,2025-03-06,Agent,2025-02-21
107539,2025-08-24,Call,2025-09-10
107540,2026-01-22,Email,2026-01-10
107542,2025-06-29,Call,2025-06-22
107542,2025-08-08,Hardship,2025-08-20
107546,2024-04-14,SMS,2024-05-01
107546,2025-05-14,SMS,2025-06-16
107547,2025-04-29,Call,2025-05-03
107548,2026-01-04,Call,2025-12-26
107557,2024-11-06,Email,2024-11-28
107557,2025-05-07,Call,2025-05-10
107557,2026-01-07,Email,2026-02-06
107559,2023-10-13,Agent,2023-11-05
107561,2025-05-12,Agent,2025-06-05
107566,2025-05-01,Call,2025-05-21
107568,2026-01-17,Email,2026-01-25
107569,2023-12-25,Call,2023-12-25
107570,2024-03-10,Agent,2024-03-27
107573,2024-08-23,Call,2024-09-12
107573,2024-12-08,Email,2024-12-02
107575,2022-11-02,Hardship,2022-11-25
107577,2023-03-08,Hardship,2023-03-25
107577,2024-03-19,Call,2024-03-04
107578,2023-03-11,Hardship,2023-03-28
107578,2023-09-24,SMS,2023-10-27
107578,2024-02-05,Email,2024-02-21
107579,2024-12-03,Email,2025-01-02
107580,2025-05-31,Hardship,2025-06-03
107581,2024-07-17,SMS,2024-08-12
107581,2025-01-19,SMS,2025-01-14
107581,2025-06-25,SMS,2025-06-15
107583,2025-03-20,Email,2025-04-09
107585,2024-08-31,Hardship,2024-09-23
107587,2025-12-09,Call,2025-12-14
107590,2025-06-02,Email,2025-06-13
107591,2023-04-30,SMS,2023-05-10
107592,2024-01-06,Email,2024-01-19
107595,2023-07-14,Email,2023-07-23
107595,2023-09-30,Hardship,2023-10-29
107595,2023-12-05,Email,2023-12-01
107595,2024-11-14,Agent,2024-10-30
107595,2026-02-02,Call,2026-02-06
107597,2023-02-04,Hardship,2023-02-17
107599,2025-09-25,Call,2025-10-07
107601,2025-09-11,SMS,2025-09-01
107603,2025-06-07,Agent,2025-06-13
107603,2025-10-18,Email,2025-11-01
107606,2025-08-30,Email,2025-09-19
107607,2025-10-26,Hardship,2025-11-15
107608,2025-05-27,Hardship,2025-06-09
107608,2025-10-25,Call,2025-10-14
107610,2025-09-20,Email,2025-10-13
107610,2025-10-21,Agent,2025-10-25
107611,2023-01-30,Email,2023-02-06
107611,2023-08-28,Call,2023-09-21
107611,2023-10-15,Email,2023-10-03
107611,2024-03-02,Call,2024-03-13
107611,2024-04-14,Agent,2024-04-13
107611,2024-09-16,Agent,2024-09-28
107611,2025-06-09,Hardship,2025-06-25
107611,2026-01-08,SMS,2026-01-30
107612,2022-11-05,Agent,2022-11-06
107615,2023-04-27,Email,2023-04-25
107617,2023-04-21,Hardship,2023-04-23
107617,2024-09-13,Call,2024-10-10
107622,2025-01-16,Email,2025-02-04
107622,2025-02-20,Call,2025-03-07
107622,2025-04-09,Agent,2025-04-13
107624,2023-07-02,SMS,2023-07-18
107625,2022-10-05,Hardship,2022-10-01
107625,2023-04-03,Call,2023-04-14
107626,2025-02-28,Email,2025-03-02
107627,2024-10-17,SMS,2024-10-17
107627,2025-09-02,Agent,2025-09-29
107630,2023-10-01,Agent,2023-09-22
107630,2023-11-16,Email,2023-12-16
107632,2023-05-20,SMS,2023-06-04
107632,2024-01-06,Hardship,2023-12-31
107632,2024-02-05,Agent,2024-02-07
107635,2024-08-13,Call,2024-08-18
107635,2025-03-11,Email,2025-03-20
107637,2025-01-11,Hardship,2025-01-03
107639,2025-06-22,Call,2025-06-17
107641,2024-07-21,Call,2024-08-02
107642,2023-03-22,Call,2023-04-13
107643,2025-04-17,Email,2025-05-02
107645,2024-07-14,SMS,2024-07-02
107648,2025-03-31,Agent,2025-04-16
107649,2023-09-07,Hardship,2023-09-15
107650,2025-02-24,Email,2025-03-10
107650,2025-04-30,Call,2025-05-07
107651,2025-12-14,SMS,2025-12-27
107652,2025-02-26,Call,2025-02-27
107654,2023-08-02,Call,2023-08-04
107654,2024-02-13,SMS,2024-02-29
107654,2024-09-12,Email,2024-09-22
107654,2025-10-01,Email,2025-10-24
107656,2023-12-17,Email,2023-12-12
107657,2024-12-10,SMS,2024-12-02
107662,2024-05-31,SMS,2024-07-03
107662,2024-07-21,Email,2024-08-04
107663,2025-12-11,Call,2025-12-24
107665,2024-04-13,Agent,2024-04-30
107665,2024-12-29,Call,2024-12-27
107665,2025-12-29,Email,2025-12-27
107668,2025-09-04,SMS,2025-09-13
107669,2025-07-26,Hardship,2025-08-17
107670,2023-03-08,Call,2023-03-14
107674,2024-07-13,SMS,2024-07-26
107674,2024-08-23,Agent,2024-09-06
107674,2024-12-10,Hardship,2024-12-22
107674,2025-03-19,Agent,2025-03-31
107675,2025-04-27,SMS,2025-05-19
107676,2024-07-19,Call,2024-08-02
107677,2025-05-10,Call,2025-06-05
107678,2023-12-17,Agent,2024-01-05
107679,2024-07-16,Email,2024-07-26
107679,2024-09-17,Agent,2024-09-28
107682,2025-07-18,Agent,2025-08-04
107682,2026-01-12,Email,2026-02-02
107683,2024-03-12,Call,2024-03-03
107686,2023-02-22,Hardship,2023-03-02
107686,2023-04-17,Call,2023-04-26
107686,2023-07-10,Agent,2023-08-14
107687,2026-01-06,Email,2026-01-21
107688,2025-12-10,Agent,2025-12-14
107689,2025-07-04,SMS,2025-07-15
107691,2025-06-23,Agent,2025-07-14
107691,2025-07-14,Agent,2025-07-17
107691,2025-09-19,SMS,2025-10-17
107691,2025-12-27,Agent,2025-12-23
107692,2024-07-05,Call,2024-08-04
107692,2024-10-05,SMS,2024-11-01
107694,2025-06-17,Call,2025-06-14
107696,2025-03-14,Call,2025-03-23
107698,2025-06-20,Email,2025-07-01
107698,2025-12-05,Call,2025-12-19
107705,2024-09-23,SMS,2024-10-24
107705,2025-07-14,Hardship,2025-07-29
107706,2026-01-27,Email,2026-01-17
107709,2024-12-20,Call,2024-12-23
