customer_id,age,annual_income_nzd,employment_type,region,credit_score,tenure_months
4202,25,115318.45,Salaried,Auckland,626,41
4203,26,30050.08,Salaried,Auckland,638,5
4204,26,67284.05,Salaried,Auckland,751,13
4205,39,105509.52,Salaried,Auckland,697,25
4206,30,76227.8,Self-employed,Wellington,717,41
4207,44,78812.39,Salaried,Otago,653,94
4208,18,70577.22,Salaried,Wellington,552,32
4209,28,97173.23,Salaried,Canterbury,504,40
4210,24,33210.95,Student,Auckland,543,13
4211,35,29037.2,Student,Canterbury,675,42
4212,32,54022.16,Contractor,Bay of Plenty,652,21
4213,48,20485.59,Unemployed,Auckland,635,70
4214,18,94257.97,Self-employed,Manawatu,624,18
4215,39,93837.69,Salaried,Auckland,791,23
4216,45,44577.84,Salaried,Manawatu,592,20
4217,60,45851.04,Salaried,Auckland,715,60
4218,32,52440.98,Salaried,Canterbury,650,111
4219,42,55459.55,Unemployed,Other,646,14
4220,18,57367.22,Student,Canterbury,732,23
4221,18,69647.66,Salaried,Canterbury,752,44
4222,48,50127.15,Salaried,Waikato,633,81
4223,38,82821.0,Self-employed,Auckland,706,25
4224,52,66215.94,Unemployed,Auckland,675,4
4225,22,41227.73,Salaried,Auckland,651,17
4226,44,98794.84,Salaried,Auckland,664,29
4227,60,29401.01,Unemployed,Manawatu,602,19
4228,43,51975.38,Unemployed,Otago,629,7
4229,41,83709.93,Salaried,Auckland,609,1
4230,38,39128.92,Salaried,Bay of Plenty,713,42
4231,19,62274.05,Self-employed,Auckland,643,177
4232,54,69182.47,Student,Auckland,559,91
4233,31,36782.01,Salaried,Bay of Plenty,599,41
4234,44,52437.91,Unemployed,Auckland,450,66
4235,19,50492.16,Salaried,Auckland,615,11
4236,24,42265.14,Self-employed,Waikato,653,35
4237,55,152627.21,Contractor,Other,640,2
4238,34,38430.33,Salaried,Canterbury,789,44
4239,55,85154.17,Salaried,Auckland,690,126
4240,37,45398.74,Salaried,Auckland,687,71
4241,18,33223.53,Student,Canterbury,535,28
4242,49,56741.8,Salaried,Waikato,624,56
4243,31,72554.41,Self-employed,Otago,616,104
4244,46,81979.89,Self-employed,Manawatu,595,9
4245,38,109427.7,Salaried,Otago,594,57
4246,19,203895.08,Unemployed,Canterbury,523,11
4247,40,60641.3,Self-employed,Wellington,561,75
4248,64,40199.45,Self-employed,Waikato,711,4
4249,44,66422.65,Self-employed,Waikato,640,7
4250,37,48059.94,Contractor,Auckland,615,46
4251,51,82181.44,Salaried,Wellington,650,7
4252,41,30220.51,Student,Auckland,732,6
4253,41,157274.91,Salaried,Otago,650,29
4254,25,79636.01,Self-employed,Auckland,688,65
4255,41,25392.22,Self-employed,Bay of Plenty,591,11
4256,50,39376.99,Salaried,Auckland,607,66
4257,28,78216.54,Salaried,Bay of Plenty,675,59
4258,55,91982.61,Salaried,Auckland,782,31
4259,37,30561.4,Salaried,Bay of Plenty,750,37
4260,27,74672.09,Student,Auckland,691,1
4261,50,22554.66,Student,Wellington,661,16
4262,35,52041.61,Salaried,Auckland,748,11
4263,47,89359.34,Salaried,Canterbury,706,6
4264,34,42269.37,Student,Bay of Plenty,489,18
4265,37,27498.45,Salaried,Waikato,576,16
4266,44,57860.87,Unemployed,Auckland,674,47
4267,41,41269.4,Salaried,Wellington,525,33
4268,18,71919.4,Contractor,Otago,587,88
4269,25,36373.77,Salaried,Canterbury,601,6
4270,49,38265.86,Salaried,Auckland,632,2
4271,36,21819.27,Salaried,Auckland,630,28
4272,32,58482.05,Self-employed,Canterbury,630,1
4273,22,50392.26,Salaried,Auckland,708,56
4274,25,31736.63,Self-employed,Waikato,631,25
4275,18,59113.19,Salaried,Canterbury,623,24
4276,37,86006.8,Salaried,Auckland,556,16
4277,31,49167.81,Salaried,Canterbury,722,17
4278,26,61124.93,Salaried,Bay of Plenty,603,20
4279,37,61266.6,Salaried,Auckland,574,1
4280,42,31509.73,Salaried,Auckland,665,3
4281,63,136689.01,Self-employed,Waikato,596,25
4282,20,43831.92,Unemployed,Auckland,613,6
4283,52,72784.06,Contractor,Bay of Plenty,668,54
4284,50,76584.26,Salaried,Manawatu,627,12
4285,29,50877.81,Salaried,Other,812,4
4286,40,71186.45,Salaried,Wellington,645,10
4287,33,60513.31,Salaried,Canterbury,693,16
4288,40,28625.75,Salaried,Otago,514,1
4289,56,46652.29,Salaried,Auckland,590,5
4290,45,41124.2,Salaried,Auckland,574,14
4291,44,44011.87,Salaried,Wellington,583,13
4292,33,30127.65,Salaried,Otago,679,58
4293,20,89939.74,Salaried,Wellington,722,67
4294,35,111401.57,Salaried,Canterbury,674,8
4295,52,84128.56,Self-employed,Waikato,634,5
4296,20,95964.94,Salaried,Canterbury,606,36
4297,25,46393.49,Salaried,Auckland,728,59
4298,40,40687.83,Salaried,Canterbury,795,119
4299,26,38163.54,Salaried,Canterbury,659,1
4300,28,72390.42,Student,Canterbury,716,19
4301,33,60004.71,Salaried,Waikato,674,48
4302,22,52326.08,Salaried,Wellington,703,63
4303,26,97034.01,Self-employed,Manawatu,568,2
4304,46,65005.27,Self-employed,Wellington,616,41
4305,22,37145.73,Student,Wellington,678,12
4306,19,39878.44,Student,Bay of Plenty,735,3
4307,30,73636.56,Salaried,Bay of Plenty,593,24
4308,47,86576.16,Salaried,Canterbury,508,6
4309,36,69442.62,Self-employed,Auckland,615,48
4310,32,127210.69,Unemployed,Auckland,721,49
4311,39,113068.97,Student,Auckland,539,66
4312,18,66069.74,Salaried,Auckland,568,17
4313,44,37147.02,Salaried,Canterbury,661,1
4314,43,30046.62,Contractor,Bay of Plenty,642,11
4315,33,45509.58,Salaried,Canterbury,692,23
4316,50,76034.77,Salaried,Auckland,564,43
4317,24,123252.6,Self-employed,Auckland,627,17
4318,52,65372.12,Salaried,Canterbury,734,28
4319,40,91667.69,Student,Waikato,566,27
4320,34,48514.19,Student,Otago,753,6
4321,38,71700.01,Salaried,Other,575,35
4322,37,78473.05,Self-employed,Otago,709,21
4323,53,22229.66,Self-employed,Wellington,624,59
4324,25,44979.07,Salaried,Waikato,570,42
4325,29,83063.88,Salaried,Auckland,615,4
4326,50,61298.51,Salaried,Auckland,688,24
4327,31,31620.73,Unemployed,Auckland,650,44
4328,49,18150.35,Salaried,Auckland,728,3
4329,58,45954.11,Salaried,Auckland,751,57
4330,33,52458.96,Salaried,Otago,567,9
4331,46,36396.75,Salaried,Wellington,562,25
4332,24,57779.44,Salaried,Bay of Plenty,559,102
4333,47,68041.56,Salaried,Manawatu,587,30
4334,40,73262.87,Salaried,Other,727,20
4335,44,18766.65,Self-employed,Manawatu,689,1
4336,30,29988.57,Self-employed,Waikato,612,5
4337,18,47236.39,Self-employed,Wellington,649,31
4338,44,70085.97,Salaried,Canterbury,748,25
4339,18,67518.39,Self-employed,Bay of Plenty,784,16
4340,34,66992.87,Salaried,Otago,668,92
4341,49,45590.83,Salaried,Other,464,15
4342,40,46749.79,Salaried,Waikato,671,28
4343,61,39036.48,Salaried,Canterbury,715,30
4344,50,76549.08,Salaried,Other,666,27
4345,30,35802.75,Salaried,Other,701,23
4346,38,79420.86,Salaried,Wellington,675,15
4347,37,59488.24,Salaried,Canterbury,564,86
4348,19,53089.26,Salaried,Bay of Plenty,588,22
4349,27,40315.06,Unemployed,Wellington,628,27
4350,31,29436.96,Salaried,Bay of Plenty,725,38
4351,18,40479.71,Student,Auckland,596,3
4352,39,46699.88,Salaried,Wellington,682,55
4353,35,18656.3,Salaried,Wellington,671,26
4354,18,49572.43,Unemployed,Waikato,761,39
4355,43,82121.97,Student,Auckland,647,53
4356,47,69929.86,Salaried,Auckland,527,75
4357,41,43334.63,Salaried,Manawatu,695,18
4358,34,55332.81,Salaried,Auckland,800,60
4359,45,42181.03,Student,Auckland,700,11
4360,46,57927.2,Salaried,Bay of Plenty,595,39
4361,42,108342.04,Self-employed,Wellington,574,4
4362,28,83769.52,Self-employed,Bay of Plenty,583,1
4363,41,68484.14,Salaried,Wellington,790,4
4364,52,43399.44,Contractor,Bay of Plenty,627,14
4365,31,75922.8,Contractor,Canterbury,604,1
4366,63,25359.42,Salaried,Manawatu,639,36
4367,32,48360.61,Salaried,Auckland,628,14
4368,38,70450.82,Student,Auckland,760,48
4369,30,75598.34,Salaried,Other,579,2
4370,41,73236.41,Self-employed,Waikato,733,9
4371,18,61862.77,Salaried,Bay of Plenty,659,19
4372,31,49608.81,Salaried,Auckland,734,17
4373,25,69015.69,Unemployed,Canterbury,761,5
4374,40,35284.98,Salaried,Auckland,656,180
4375,50,37045.24,Salaried,Auckland,628,12
4376,46,55702.52,Contractor,Canterbury,655,46
4377,18,58567.72,Self-employed,Other,643,9
4378,63,23824.58,Salaried,Auckland,534,76
4379,42,66490.6,Student,Auckland,759,18
4380,29,76705.43,Salaried,Auckland,667,83
4381,40,52324.59,Self-employed,Bay of Plenty,569,15
4382,40,157709.47,Salaried,Wellington,505,1
4383,30,39842.09,Salaried,Wellington,487,26
4384,40,46051.28,Student,Otago,704,27
4385,31,45352.47,Self-employed,Auckland,607,5
4386,33,52350.44,Contractor,Wellington,618,10
4387,30,46726.83,Salaried,Auckland,684,55
4388,21,28765.59,Unemployed,Auckland,614,1
4389,40,42363.96,Salaried,Auckland,688,24
4390,45,51847.95,Salaried,Auckland,657,27
4391,44,94170.05,Unemployed,Canterbury,644,42
4392,48,145948.55,Salaried,Auckland,540,1
4393,42,98810.91,Salaried,Auckland,593,32
4394,32,38218.67,Unemployed,Auckland,692,1
4395,48,39611.93,Unemployed,Auckland,602,11
4396,22,50428.01,Contractor,Auckland,734,25
4397,27,120940.2,Salaried,Auckland,814,87
4398,26,50289.88,Salaried,Other,696,5
4399,51,29810.67,Salaried,Canterbury,754,7
4400,49,43237.8,Salaried,Bay of Plenty,700,40
4401,44,76166.36,Salaried,Bay of Plenty,613,17
4402,51,73900.37,Salaried,Waikato,664,35
4403,27,49508.64,Salaried,Waikato,791,180
4404,42,73683.68,Salaried,Canterbury,613,156
4405,36,19478.62,Self-employed,Canterbury,577,16
4406,48,56767.72,Salaried,Manawatu,571,25
4407,37,79802.37,Student,Auckland,635,85
4408,33,37242.71,Salaried,Auckland,580,3
4409,44,37184.51,Salaried,Auckland,767,22
4410,49,23390.81,Salaried,Bay of Plenty,665,17
4411,30,110796.78,Salaried,Wellington,718,13
4412,37,39180.35,Salaried,Manawatu,629,180
4413,25,60383.4,Self-employed,Wellington,570,48
4414,18,71094.32,Salaried,Wellington,558,18
4415,40,106983.57,Unemployed,Wellington,586,64
4416,45,50551.4,Self-employed,Canterbury,674,24
4417,41,42499.88,Salaried,Bay of Plenty,686,74
4418,18,58564.29,Salaried,Auckland,692,11
4419,34,96551.92,Contractor,Canterbury,546,9
4420,18,50182.54,Self-employed,Auckland,650,10
4421,54,35253.11,Student,Canterbury,578,28
4422,25,27082.93,Contractor,Canterbury,678,12
4423,53,31270.05,Salaried,Otago,684,6
4424,49,79935.57,Salaried,Otago,568,180
4425,27,46897.47,Self-employed,Wellington,718,83
4426,24,41217.39,Salaried,Auckland,814,36
4427,42,39254.24,Self-employed,Otago,708,80
4428,28,56289.91,Contractor,Auckland,639,99
4429,39,48642.13,Salaried,Wellington,628,41
4430,32,47910.53,Salaried,Auckland,635,26
4431,18,99428.67,Self-employed,Auckland,597,77
4432,18,108240.12,Salaried,Canterbury,668,30
4433,41,26251.81,Contractor,Auckland,570,5
4434,31,62781.56,Self-employed,Manawatu,518,16
4435,31,38193.17,Salaried,Canterbury,665,21
4436,46,48449.97,Salaried,Canterbury,651,99
4437,52,62266.28,Contractor,Auckland,610,39
4438,35,49230.86,Salaried,Auckland,560,75
4439,34,60096.5,Salaried,Waikato,670,51
4440,44,73338.18,Unemployed,Waikato,581,13
4441,22,61855.7,Contractor,Canterbury,640,46
4442,41,40494.59,Self-employed,Wellington,774,8
4443,45,40817.25,Salaried,Canterbury,696,19
4444,46,28342.92,Unemployed,Waikato,554,59
4445,18,36891.48,Contractor,Waikato,561,34
4446,29,130997.14,Salaried,Canterbury,661,63
4447,27,37933.82,Self-employed,Manawatu,554,11
4448,39,31665.39,Salaried,Canterbury,510,50
4449,44,62565.39,Salaried,Auckland,687,8
4450,56,51551.46,Salaried,Canterbury,672,28
4451,32,49611.75,Salaried,Canterbury,682,20
4452,32,102137.04,Contractor,Auckland,668,29
4453,52,69362.87,Salaried,Wellington,645,5
4454,42,42680.75,Contractor,Canterbury,604,16
4455,53,44756.23,Salaried,Waikato,686,40
4456,41,43210.38,Salaried,Otago,757,29
4457,24,80308.67,Salaried,Otago,615,29
4458,22,47161.52,Salaried,Auckland,579,26
4459,19,24175.16,Salaried,Canterbury,571,104
4460,46,53011.08,Salaried,Canterbury,589,98
4461,52,27128.45,Contractor,Auckland,664,16
4462,60,144770.32,Self-employed,Auckland,500,16
4463,48,35082.21,Contractor,Auckland,681,29
4464,52,50370.49,Contractor,Auckland,695,4
4465,31,60851.47,Student,Bay of Plenty,524,13
4466,24,47576.96,Salaried,Auckland,581,9
4467,48,47547.59,Unemployed,Auckland,656,9
4468,43,65501.1,Salaried,Auckland,640,37
4469,39,107666.87,Contractor,Waikato,686,17
4470,43,76525.48,Self-employed,Auckland,640,7
4471,42,105380.33,Salaried,Auckland,739,79
4472,53,33827.23,Unemployed,Auckland,628,75
4473,54,62493.21,Salaried,Auckland,581,71
4474,45,58096.5,Salaried,Wellington,576,18
4475,48,63448.96,Salaried,Waikato,701,2
4476,44,100639.93,Salaried,Auckland,652,4
4477,32,49052.42,Contractor,Auckland,694,12
4478,47,45139.97,Salaried,Auckland,693,9
4479,21,68891.73,Student,Otago,509,75
4480,51,24338.35,Self-employed,Auckland,570,155
4481,24,48699.14,Salaried,Other,579,61
4482,41,51001.54,Salaried,Bay of Plenty,593,47
4483,28,35804.85,Salaried,Wellington,621,32
4484,45,87175.32,Unemployed,Waikato,720,53
4485,38,33590.27,Contractor,Wellington,734,106
4486,19,50963.1,Salaried,Canterbury,629,33
4487,43,61816.2,Salaried,Canterbury,632,6
4488,31,99613.52,Salaried,Canterbury,601,6
4489,49,53919.61,Salaried,Auckland,656,32
4490,38,82559.05,Contractor,Canterbury,664,15
4491,43,74255.56,Contractor,Waikato,706,87
4492,27,57271.36,Salaried,Auckland,706,34
4493,31,33180.54,Student,Other,489,41
4494,32,28408.36,Salaried,Auckland,639,1
4495,48,56836.13,Salaried,Manawatu,747,25
4496,58,42437.45,Contractor,Waikato,619,20
4497,28,81933.85,Salaried,Waikato,730,44
4498,51,75783.47,Salaried,Otago,629,17
4499,18,49857.54,Salaried,Bay of Plenty,662,135
4500,24,32177.71,Salaried,Auckland,570,40
4501,26,68174.85,Salaried,Waikato,573,39
4502,22,34266.47,Self-employed,Auckland,701,91
4503,19,38510.69,Salaried,Wellington,712,180
4504,43,34865.84,Salaried,Manawatu,652,8
4505,35,50902.87,Salaried,Auckland,564,60
4506,43,91728.33,Salaried,Auckland,653,6
4507,46,54053.61,Salaried,Canterbury,738,22
4508,41,44380.33,Student,Auckland,772,4
4509,46,27268.11,Student,Auckland,628,35
4510,37,69456.51,Salaried,Canterbury,534,23
4511,24,38132.34,Student,Canterbury,709,36
4512,51,57118.48,Salaried,Wellington,631,41
4513,31,46193.83,Salaried,Wellington,716,35
4514,27,78998.15,Self-employed,Other,670,13
4515,36,50475.51,Self-employed,Other,588,65
4516,27,52758.66,Salaried,Waikato,654,29
4517,33,67412.53,Salaried,Auckland,742,24
4518,42,139821.67,Salaried,Auckland,640,157
4519,42,80805.57,Salaried,Otago,578,12
4520,27,52058.7,Salaried,Wellington,539,27
4521,32,54254.38,Self-employed,Other,596,41
4522,51,42779.45,Salaried,Wellington,621,5
4523,44,35330.5,Salaried,Otago,707,16
4524,63,42245.88,Salaried,Auckland,572,58
4525,52,38274.26,Student,Wellington,759,10
4526,52,72694.12,Salaried,Waikato,556,24
4527,21,33455.19,Salaried,Otago,813,36
4528,47,98710.32,Salaried,Canterbury,771,40
4529,37,75994.85,Contractor,Auckland,660,47
4530,31,54678.5,Salaried,Otago,535,72
4531,40,54184.13,Salaried,Canterbury,646,18
4532,49,42159.84,Salaried,Auckland,623,44
4533,44,61177.7,Salaried,Wellington,561,47
4534,27,88401.27,Salaried,Waikato,670,13
4535,47,39481.19,Salaried,Wellington,592,124
4536,30,27172.85,Salaried,Otago,600,72
4537,41,74343.25,Self-employed,Wellington,636,12
4538,34,62690.47,Salaried,Canterbury,610,40
4539,35,32725.52,Contractor,Auckland,795,46
4540,47,38947.66,Salaried,Wellington,612,20
4541,26,36805.52,Unemployed,Auckland,681,72
4542,61,39103.23,Unemployed,Auckland,660,42
4543,18,46832.97,Contractor,Auckland,675,39
4544,31,48052.71,Unemployed,Auckland,680,9
4545,42,40422.54,Salaried,Auckland,712,19
4546,45,38515.89,Contractor,Wellington,669,20
4547,37,48876.26,Salaried,Auckland,666,48
4548,37,58422.78,Contractor,Auckland,654,35
4549,43,46988.89,Salaried,Other,640,3
4550,35,91253.82,Salaried,Wellington,586,13
4551,55,68093.67,Unemployed,Wellington,646,23
4552,48,26479.32,Salaried,Auckland,667,48
4553,48,68574.6,Contractor,Wellington,678,49
4554,26,71146.38,Self-employed,Canterbury,663,24
4555,37,44550.08,Salaried,Wellington,634,4
4556,34,27643.92,Salaried,Wellington,646,12
4557,26,54373.38,Salaried,Waikato,611,11
4558,42,53988.76,Unemployed,Manawatu,672,55
4559,32,32704.21,Unemployed,Otago,635,7
4560,46,28196.45,Contractor,Auckland,663,23
4561,25,52083.37,Student,Canterbury,720,40
4562,59,48781.93,Salaried,Auckland,600,120
4563,27,44901.68,Salaried,Canterbury,692,180
4564,41,52180.55,Salaried,Wellington,652,110
4565,48,32983.1,Salaried,Wellington,791,46
4566,31,44548.36,Salaried,Canterbury,635,49
4567,48,68871.4,Salaried,Waikato,699,51
4568,23,46282.23,Self-employed,Waikato,651,71
4569,55,25530.07,Salaried,Auckland,553,109
4570,38,43795.59,Salaried,Waikato,614,21
4571,31,33470.8,Salaried,Bay of Plenty,712,19
4572,34,61096.59,Contractor,Auckland,620,22
4573,48,62534.7,Salaried,Auckland,495,39
4574,31,25682.15,Salaried,Bay of Plenty,648,54
4575,29,76233.47,Contractor,Wellington,574,74
4576,35,32843.73,Salaried,Waikato,659,22
4577,24,109276.0,Salaried,Wellington,759,16
4578,60,53000.18,Contractor,Other,704,147
4579,31,30918.9,Salaried,Manawatu,758,9
4580,48,32406.24,Salaried,Auckland,611,9
4581,41,63363.48,Salaried,Wellington,640,45
4582,26,45429.41,Salaried,Wellington,577,7
4583,38,51870.51,Self-employed,Auckland,602,18
4584,47,111943.67,Salaried,Wellington,585,12
4585,36,39550.76,Student,Bay of Plenty,559,7
4586,52,55658.12,Salaried,Otago,746,31
4587,50,102634.56,Salaried,Otago,504,17
4588,49,61189.51,Salaried,Auckland,746,22
4589,32,26292.23,Student,Bay of Plenty,737,8
4590,25,68011.02,Self-employed,Wellington,685,53
4591,31,32101.2,Salaried,Auckland,572,14
4592,40,102034.21,Self-employed,Wellington,539,15
4593,45,37410.61,Salaried,Otago,612,10
4594,18,206133.5,Salaried,Wellington,694,21
4595,38,104853.48,Salaried,Other,650,22
4596,40,37855.23,Salaried,Canterbury,577,27
4597,35,54666.49,Salaried,Wellington,730,123
4598,53,76049.52,Salaried,Auckland,768,85
4599,43,77083.71,Salaried,Auckland,634,34
4600,54,66108.41,Salaried,Canterbury,658,1
4601,35,95174.9,Salaried,Canterbury,544,34
4602,49,51259.9,Student,Wellington,621,3
4603,58,45934.74,Self-employed,Canterbury,686,45
4604,54,46346.97,Unemployed,Otago,675,18
4605,25,79719.38,Salaried,Auckland,614,65
4606,35,63852.53,Salaried,Canterbury,631,103
4607,34,61764.11,Contractor,Waikato,619,19
4608,44,77486.22,Salaried,Auckland,631,22
4609,46,21526.21,Salaried,Manawatu,680,32
4610,28,62288.43,Salaried,Waikato,512,8
4611,39,59775.79,Self-employed,Auckland,645,94
4612,18,114801.94,Contractor,Otago,674,20
4613,55,27231.66,Self-employed,Manawatu,610,7
4614,32,109177.9,Unemployed,Bay of Plenty,616,52
4615,39,56046.34,Unemployed,Wellington,618,9
4616,34,67510.96,Salaried,Other,616,6
4617,52,115169.87,Salaried,Auckland,650,30
4618,18,69726.98,Salaried,Canterbury,659,40
4619,38,64871.63,Salaried,Auckland,503,30
4620,37,60417.32,Salaried,Wellington,696,38
4621,33,43583.54,Salaried,Manawatu,630,4
4622,59,53486.25,Salaried,Bay of Plenty,785,23
4623,27,39262.27,Self-employed,Bay of Plenty,567,16
4624,47,53100.67,Salaried,Auckland,589,131
4625,42,18936.21,Salaried,Manawatu,636,2
4626,53,65714.04,Salaried,Auckland,679,13
4627,30,51288.32,Student,Auckland,513,102
4628,29,46569.84,Contractor,Canterbury,592,148
4629,51,59807.79,Salaried,Auckland,691,63
4630,43,28421.36,Unemployed,Auckland,584,3
4631,19,129077.92,Salaried,Manawatu,746,30
4632,32,51728.01,Student,Canterbury,618,18
4633,43,50734.93,Salaried,Manawatu,587,59
4634,48,35086.5,Salaried,Canterbury,693,2
4635,30,54763.32,Salaried,Auckland,763,8
4636,18,101126.95,Salaried,Auckland,679,24
4637,44,86349.85,Student,Manawatu,738,6
4638,23,79578.32,Self-employed,Auckland,767,42
4639,18,69277.78,Salaried,Canterbury,585,62
4640,18,46104.04,Salaried,Auckland,716,44
4641,48,28209.85,Salaried,Waikato,543,21
4642,40,49490.33,Salaried,Auckland,680,76
4643,35,48720.63,Unemployed,Auckland,645,5
4644,55,86851.71,Salaried,Waikato,737,11
4645,46,62269.42,Salaried,Auckland,732,24
4646,57,111920.06,Unemployed,Canterbury,690,2
4647,21,92862.0,Salaried,Bay of Plenty,671,4
4648,38,44115.96,Salaried,Waikato,686,18
4649,19,24153.68,Salaried,Auckland,654,104
4650,35,101063.96,Salaried,Waikato,646,86
4651,35,99879.86,Salaried,Manawatu,751,23
4652,46,29295.96,Salaried,Canterbury,759,6
4653,39,106847.52,Self-employed,Waikato,640,7
4654,45,64341.02,Contractor,Otago,667,17
4655,46,58238.88,Self-employed,Otago,656,8
4656,64,112044.62,Student,Auckland,537,3
4657,34,99221.33,Salaried,Other,626,40
4658,27,72627.5,Salaried,Auckland,762,31
4659,41,67033.49,Self-employed,Other,598,12
4660,28,71494.62,Salaried,Auckland,798,54
4661,56,45250.73,Salaried,Wellington,732,54
4662,35,52849.54,Salaried,Otago,678,24
4663,31,36096.72,Contractor,Auckland,689,4
4664,32,46636.19,Salaried,Auckland,586,90
4665,47,45936.48,Salaried,Canterbury,631,40
4666,36,40705.26,Salaried,Waikato,751,10
4667,30,57614.87,Contractor,Auckland,607,34
4668,58,46826.69,Salaried,Wellington,724,19
4669,28,67914.55,Salaried,Wellington,554,36
4670,38,26106.92,Contractor,Auckland,566,23
4671,46,51482.15,Contractor,Canterbury,783,24
4672,18,57480.34,Salaried,Auckland,649,48
4673,44,47108.88,Salaried,Auckland,612,34
4674,25,50132.43,Self-employed,Waikato,745,3
4675,48,26546.13,Unemployed,Otago,737,2
4676,26,63602.92,Salaried,Canterbury,714,13
4677,46,72505.86,Salaried,Auckland,610,20
4678,51,67649.27,Salaried,Waikato,630,12
4679,48,86459.14,Self-employed,Otago,672,38
4680,41,59319.2,Self-employed,Wellington,699,8
4681,35,67198.52,Salaried,Wellington,614,44
4682,31,58118.59,Salaried,Other,662,53
4683,56,73820.95,Unemployed,Canterbury,669,5
4684,30,26642.07,Contractor,Bay of Plenty,740,38
4685,26,36238.91,Unemployed,Canterbury,703,117
4686,46,110647.51,Student,Auckland,545,8
4687,28,18000.0,Salaried,Auckland,635,86
4688,27,50864.47,Salaried,Waikato,585,34
4689,21,91814.34,Self-employed,Wellington,690,32
4690,32,51949.78,Salaried,Wellington,715,2
4691,37,45149.98,Salaried,Auckland,657,50
4692,41,57425.27,Salaried,Otago,631,23
4693,49,46216.67,Unemployed,Otago,655,46
4694,44,54933.7,Salaried,Wellington,665,60
4695,36,39834.1,Salaried,Waikato,605,27
4696,36,89223.83,Self-employed,Auckland,565,11
4697,44,102792.66,Student,Wellington,506,5
4698,53,51020.07,Unemployed,Wellington,739,6
4699,40,29029.85,Salaried,Canterbury,685,73
4700,32,42799.02,Salaried,Wellington,675,5
4701,26,49871.51,Salaried,Wellington,739,17
4702,21,68015.61,Unemployed,Auckland,562,15
4703,46,34420.03,Salaried,Auckland,529,72
4704,45,38325.74,Contractor,Manawatu,677,23
4705,45,68173.03,Salaried,Auckland,671,180
4706,36,82661.48,Salaried,Auckland,529,48
4707,55,40957.19,Salaried,Wellington,675,69
4708,32,29734.17,Student,Auckland,622,4
4709,49,237483.44,Unemployed,Canterbury,594,11
4710,38,77071.35,Student,Wellington,627,5
4711,31,48042.84,Salaried,Auckland,479,22
4712,45,80102.64,Self-employed,Auckland,609,46
4713,43,51225.59,Student,Auckland,601,7
4714,42,80035.1,Salaried,Wellington,689,5
4715,39,58205.02,Unemployed,Otago,639,34
4716,38,56447.84,Salaried,Auckland,695,9
4717,67,51476.89,Unemployed,Waikato,472,23
4718,52,28245.19,Contractor,Bay of Plenty,591,2
4719,47,129591.53,Salaried,Auckland,689,41
4720,39,35465.29,Salaried,Waikato,628,28
4721,50,29377.65,Salaried,Waikato,709,38
4722,44,49227.76,Salaried,Waikato,524,12
4723,38,35148.52,Salaried,Otago,701,12
4724,34,52930.19,Self-employed,Wellington,605,58
4725,37,73828.03,Salaried,Auckland,598,46
4726,18,84786.05,Salaried,Canterbury,719,31
4727,41,78169.03,Unemployed,Auckland,731,36
4728,32,47214.94,Salaried,Auckland,722,4
4729,57,55398.97,Student,Otago,793,70
4730,38,65091.26,Salaried,Canterbury,739,53
4731,24,24562.98,Student,Wellington,594,32
4732,37,70035.89,Salaried,Auckland,660,90
4733,25,28119.41,Self-employed,Auckland,625,7
4734,44,135693.77,Self-employed,Auckland,792,42
4735,41,45160.05,Unemployed,Bay of Plenty,727,119
4736,49,49851.61,Salaried,Other,637,13
4737,29,38316.34,Salaried,Canterbury,711,1
4738,38,40803.11,Student,Auckland,564,48
4739,22,150744.57,Salaried,Waikato,668,1
4740,46,82715.84,Salaried,Otago,584,74
4741,44,26980.21,Salaried,Manawatu,532,2
4742,44,106606.08,Salaried,Canterbury,705,38
4743,38,92684.73,Salaried,Wellington,714,17
4744,43,47736.63,Salaried,Canterbury,682,8
4745,57,62193.99,Salaried,Auckland,637,82
4746,35,53813.26,Salaried,Canterbury,561,49
4747,40,131618.25,Salaried,Waikato,569,15
4748,25,37860.72,Contractor,Waikato,582,12
4749,28,57855.56,Unemployed,Canterbury,634,48
4750,39,44682.38,Salaried,Waikato,725,65
4751,51,28428.06,Student,Canterbury,724,45
4752,35,145253.71,Unemployed,Auckland,535,37
4753,35,31834.15,Self-employed,Otago,601,9
4754,33,59817.77,Unemployed,Canterbury,600,69
4755,32,24752.57,Salaried,Waikato,473,50
4756,42,45270.83,Student,Auckland,690,26
4757,20,65505.28,Self-employed,Manawatu,633,26
4758,53,37379.2,Salaried,Wellington,642,30
4759,30,70548.86,Contractor,Waikato,744,63
4760,47,47998.81,Salaried,Other,656,49
4761,23,91311.97,Salaried,Manawatu,620,70
4762,46,99986.7,Salaried,Canterbury,690,25
4763,46,41604.55,Contractor,Auckland,724,35
4764,43,56079.73,Contractor,Other,671,69
4765,26,58838.66,Salaried,Other,698,10
4766,41,71589.75,Salaried,Auckland,640,21
4767,24,54528.12,Salaried,Wellington,644,35
4768,35,59017.83,Salaried,Canterbury,658,89
4769,50,48555.71,Student,Auckland,597,1
4770,48,57059.96,Student,Auckland,610,9
4771,38,97155.99,Self-employed,Canterbury,746,10
4772,26,72456.2,Unemployed,Other,791,14
4773,46,74277.62,Student,Auckland,761,12
4774,38,75010.37,Salaried,Manawatu,557,32
