loan_id,customer_id,product_type,origination_date,principal_nzd,interest_rate_apr,term_months,channel,status
106697,2663,Mortgage,2024-12-01,187850.61,0.0649,120,Branch,Active
106698,1507,Mortgage,2024-04-07,262958.11,0.0686,300,Online,Active
106699,6466,Auto,2024-07-17,31541.12,0.1161,24,Branch,Active
106700,7828,Personal,2025-06-15,35409.39,0.1678,36,Online,Active
106701,2290,Mortgage,2024-11-11,203706.66,0.0743,240,Broker,Active
106702,5333,Personal,2023-07-21,70780.62,0.2077,12,Branch,Active
106703,6824,Auto,2024-05-06,43264.58,0.1436,24,Online,Active
106704,704,Personal,2025-03-02,30432.69,0.1504,24,Partner,Active
106705,3402,Auto,2024-11-09,64007.38,0.1221,36,Broker,Active
106706,7043,Auto,2024-05-20,77863.55,0.104,24,Branch,Active
106707,1585,Mortgage,2024-05-02,353645.02,0.0772,180,Broker,Active
106708,2712,Personal,2024-11-20,37514.92,0.1367,36,Online,Active
106709,3241,SME,2024-02-23,49653.81,0.1529,36,Online,Active
106710,5249,Mortgage,2024-06-08,272444.29,0.0649,240,Broker,Active
106711,7488,Mortgage,2025-06-05,177382.68,0.0662,240,Broker,Active
106712,5733,Mortgage,2025-07-22,268610.11,0.0558,240,Partner,Active
106713,6992,Auto,2022-07-30,57420.96,0.1162,36,Online,Active
106714,6623,SME,2024-06-28,66885.45,0.1156,36,Branch,Active
106715,3079,SME,2022-11-25,94815.95,0.1361,12,Branch,Active
106716,4594,SME,2023-12-22,91889.28,0.1325,36,Partner,Active
106717,4798,Mortgage,2023-10-30,262948.67,0.072,240,Online,Active
106718,195,Auto,2022-05-21,64188.07,0.0714,48,Online,Active
106719,7230,Auto,2025-09-04,60901.94,0.1053,24,Broker,Active
106720,1606,SME,2024-06-08,122858.93,0.1587,24,Branch,Active
106721,5012,Personal,2024-08-27,31173.11,0.2204,12,Partner,Active
106722,3773,Auto,2023-10-21,82777.82,0.096,36,Broker,Active
106723,2891,Auto,2024-08-12,83495.96,0.1182,48,Online,Active
106724,3071,Auto,2024-02-15,84143.68,0.1404,48,Broker,Active
106725,6808,Personal,2023-04-28,19140.73,0.2307,12,Branch,Active
106726,276,Auto,2025-12-31,62969.51,0.1262,24,Branch,Active
106727,2661,Mortgage,2022-03-17,166546.71,0.0898,180,Online,Active
106728,5547,Personal,2024-03-15,56483.51,0.1384,12,Broker,Active
106729,2809,Mortgage,2022-02-25,233334.08,0.0764,180,Online,Active
106730,4071,Personal,2023-07-07,18728.05,0.1558,24,Branch,Active
106731,1298,Personal,2024-12-30,34005.27,0.0694,48,Branch,Active
106732,3137,Mortgage,2025-09-02,275179.93,0.0718,120,Online,Active
106733,3597,Mortgage,2024-07-02,95612.83,0.0814,300,Broker,Active
106734,6335,Personal,2022-01-05,110939.14,0.1704,36,Branch,Active
106735,1282,Auto,2025-06-02,39180.51,0.1028,24,Online,Active
106736,1894,Personal,2026-01-27,19782.24,0.1486,36,Online,Active
106737,4863,Mortgage,2024-06-20,162845.45,0.0693,180,Broker,Active
106738,4915,Mortgage,2025-02-12,226374.38,0.0907,180,Online,Active
106739,1020,Mortgage,2023-08-09,149182.88,0.0829,300,Branch,Active
106740,3590,Auto,2024-11-09,57037.03,0.1322,60,Branch,Active
106741,5393,Personal,2026-01-04,24218.21,0.1933,36,Branch,Active
106742,5590,Mortgage,2024-06-21,268304.26,0.1039,240,Partner,Active
106743,6967,SME,2023-08-22,74742.8,0.1848,36,Online,Active
106744,2718,Personal,2023-02-12,36269.67,0.2057,48,Branch,Active
106745,2762,Personal,2023-10-24,55497.45,0.1605,24,Branch,Active
106746,18,Personal,2025-08-20,26398.46,0.1084,24,Online,Active
106747,4185,SME,2022-11-11,102921.04,0.1261,24,Online,Active
106748,553,Personal,2023-06-07,33652.67,0.2007,12,Branch,Active
106749,7956,Personal,2023-04-20,19605.76,0.0383,48,Partner,Active
106750,4434,Personal,2023-10-16,20240.04,0.1304,48,Online,Active
106751,5564,Auto,2023-05-04,53034.74,0.1095,24,Online,Active
106752,4326,SME,2025-08-10,54008.72,0.1521,24,Partner,Active
106753,7102,Auto,2024-08-18,54269.84,0.1116,24,Online,Active
106754,4312,Personal,2022-05-25,49075.86,0.1973,36,Broker,Active
106755,2265,Personal,2022-10-14,72776.25,0.2067,12,Branch,Active
106756,2902,Personal,2022-12-03,57849.09,0.177,36,Branch,Active
106757,6680,Personal,2025-01-01,36947.85,0.2123,24,Online,Active
106758,970,Personal,2025-02-18,30136.98,0.2165,12,Branch,Active
106759,151,SME,2023-11-15,119457.88,0.1411,12,Branch,Active
106760,302,Mortgage,2024-01-18,296506.36,0.0683,180,Online,Active
106761,7559,Personal,2024-05-07,26773.86,0.0986,36,Online,Active
106762,4978,SME,2023-10-14,24777.35,0.1881,36,Online,Active
106763,6262,Personal,2023-12-21,33483.02,0.1818,36,Branch,Active
106764,2085,Auto,2023-08-16,44631.94,0.0874,48,Online,Active
106765,5785,Personal,2025-02-09,25818.81,0.2234,48,Branch,Active
106766,28,Auto,2022-12-01,44092.38,0.1127,24,Broker,Active
106767,1881,Personal,2024-12-06,42917.45,0.0674,48,Online,Active
106768,1126,Personal,2022-07-01,28601.14,0.146,36,Online,Active
106769,7739,Auto,2022-07-04,65775.39,0.1284,24,Partner,Active
106770,3948,Personal,2024-11-14,14693.66,0.1598,12,Branch,Active
106771,5481,Personal,2022-03-11,29454.58,0.1338,48,Broker,Active
106772,4631,Auto,2023-06-21,38582.74,0.1279,60,Branch,Active
106773,7014,Personal,2023-08-26,25844.68,0.157,24,Branch,Active
106774,7193,SME,2022-01-23,79155.09,0.1264,24,Broker,Active
106775,7630,Personal,2022-05-15,21306.88,0.151,12,Online,Active
106776,3708,Mortgage,2023-06-10,167709.24,0.0742,240,Partner,Active
106777,3990,Mortgage,2024-05-11,176201.87,0.0518,180,Broker,Active
106778,633,Personal,2023-02-18,43916.71,0.1318,36,Branch,Active
106779,439,Personal,2024-10-06,30931.38,0.1984,24,Broker,Active
106780,7673,Personal,2023-09-13,39756.9,0.1164,24,Online,Active
106781,7908,Personal,2025-09-22,24745.33,0.1152,24,Online,Active
106782,7778,Personal,2025-04-23,40657.94,0.093,24,Partner,Active
106783,354,Mortgage,2022-02-03,81493.54,0.0816,240,Broker,Active
106784,6860,Auto,2024-10-15,46077.58,0.1195,60,Online,Active
106785,3856,Personal,2022-06-12,43993.09,0.1799,12,Partner,Active
106786,6980,Personal,2025-01-26,33573.83,0.2182,12,Online,Active
106787,4681,Auto,2023-10-17,62390.02,0.1133,36,Branch,Active
106788,6550,Personal,2022-12-15,24202.91,0.192,48,Partner,Active
106789,5044,Personal,2023-12-15,35258.29,0.125,24,Online,Active
106790,6806,SME,2022-10-22,34269.94,0.1472,18,Online,Active
106791,3521,Personal,2025-02-22,51888.88,0.1957,12,Broker,Active
106792,3556,Personal,2022-11-25,25359.31,0.1717,24,Broker,Active
106793,553,SME,2024-01-26,76056.05,0.1751,36,Online,Active
106794,7223,Personal,2023-06-16,20947.55,0.1746,12,Partner,Active
106795,3452,Personal,2022-05-25,18626.15,0.1694,36,Online,Active
106796,3233,SME,2025-03-16,35630.36,0.1747,36,Online,Active
106797,2908,Personal,2024-04-22,36107.01,0.146,36,Broker,Active
106798,7328,SME,2023-09-17,112612.43,0.1268,18,Branch,Active
106799,334,Personal,2022-09-01,27134.23,0.2175,12,Partner,Active
106800,3402,Personal,2024-06-19,38891.82,0.2123,36,Broker,Active
106801,4282,Mortgage,2022-09-03,510767.01,0.0729,300,Partner,Active
106802,7148,Auto,2025-06-13,69443.42,0.1414,48,Broker,Active
106803,721,Mortgage,2023-06-24,233277.07,0.057,240,Broker,Active
106804,3313,Auto,2023-03-18,35311.46,0.1493,36,Online,Active
106805,5318,Auto,2024-06-14,108329.09,0.1644,24,Online,Active
106806,6807,SME,2024-11-13,92723.46,0.1518,24,Partner,Active
106807,2885,Auto,2023-12-31,59128.35,0.1451,36,Broker,Active
106808,3907,Personal,2025-07-28,30465.93,0.1283,12,Partner,Active
106809,5467,Auto,2023-09-09,55443.45,0.1355,48,Broker,Active
106810,2109,Auto,2024-06-06,46899.89,0.1201,60,Online,Active
106811,1409,Personal,2023-10-19,41882.22,0.1924,24,Online,Active
106812,4419,Auto,2022-08-05,61102.43,0.1162,48,Branch,Active
106813,1218,SME,2025-07-02,40987.81,0.162,24,Branch,Active
106814,7159,Mortgage,2024-12-11,278106.39,0.0815,240,Broker,Active
106815,296,Personal,2025-09-07,25515.09,0.1293,12,Online,Active
106816,5749,Mortgage,2025-01-30,253866.92,0.056,300,Online,Active
106817,2055,Personal,2025-08-24,37112.75,0.1786,48,Partner,Active
106818,2746,Personal,2022-04-14,45441.01,0.1212,48,Branch,Active
106819,1986,Personal,2024-07-24,65889.65,0.1648,24,Online,Active
106820,5519,Auto,2023-01-01,57648.79,0.1039,60,Partner,Active
106821,3506,Personal,2024-02-02,32298.34,0.1343,24,Broker,Active
106822,805,Personal,2022-11-08,23042.2,0.2187,24,Online,Active
106823,6341,Personal,2022-02-14,46997.34,0.1818,12,Partner,Active
106824,5896,Mortgage,2024-06-10,223114.95,0.0974,240,Online,Active
106825,4385,Personal,2022-02-07,23847.73,0.1572,12,Broker,Active
106826,1143,Personal,2024-04-09,39615.57,0.2026,12,Online,Active
106827,1814,Mortgage,2024-06-13,259658.9,0.0717,300,Online,Active
106828,1617,SME,2023-08-15,68888.26,0.1077,12,Online,Active
106829,3899,Personal,2023-11-17,27288.26,0.1175,24,Broker,Active
106830,3770,Auto,2025-08-10,69541.04,0.0897,60,Online,Active
106831,3194,Auto,2023-06-25,25057.84,0.1445,36,Branch,Active
106832,523,Personal,2023-12-30,33548.28,0.1644,36,Online,Active
106833,6401,Personal,2022-04-20,30094.37,0.1313,48,Broker,Active
106834,3377,Personal,2024-04-14,39801.48,0.166,24,Broker,Active
106835,344,SME,2023-11-09,73887.57,0.135,36,Broker,Active
106836,744,Mortgage,2025-06-23,260502.98,0.0903,180,Online,Active
106837,3822,Personal,2026-01-23,78767.87,0.2087,12,Broker,Active
106838,3293,Mortgage,2025-09-23,270953.7,0.0841,180,Partner,Active
106839,3159,Personal,2022-09-13,53986.19,0.1445,12,Partner,Active
106840,7657,SME,2024-09-11,49320.64,0.2334,12,Online,Active
106841,7187,Personal,2023-11-12,37029.88,0.2211,36,Online,Active
106842,3288,Mortgage,2025-01-09,252149.2,0.0528,300,Broker,Active
106843,660,Personal,2024-07-12,36052.98,0.209,36,Broker,Active
106844,2092,Personal,2024-05-22,23963.26,0.2378,12,Online,Active
106845,1163,SME,2025-08-28,92520.15,0.2108,36,Online,Active
106846,1018,Auto,2022-09-23,50958.64,0.1404,24,Online,Active
106847,2956,Personal,2022-12-19,46679.59,0.2135,12,Partner,Active
106848,5301,Personal,2024-07-25,22398.18,0.1471,12,Broker,Active
106849,4717,Auto,2022-06-12,57921.52,0.1257,36,Branch,Active
106850,2652,Auto,2024-09-18,58496.95,0.1115,24,Partner,Active
106851,7788,Auto,2024-11-06,36871.98,0.0884,36,Broker,Active
106852,5524,Auto,2022-03-30,105641.37,0.1034,24,Branch,Active
106853,2966,Personal,2023-03-11,29974.49,0.177,24,Partner,Active
106854,6443,Personal,2025-11-06,44057.4,0.2146,36,Branch,Active
106855,650,Mortgage,2022-08-26,253276.73,0.0538,180,Online,Active
106856,6791,Personal,2026-01-02,18696.35,0.2089,24,Broker,Active
106857,4822,SME,2025-11-07,78177.01,0.1102,24,Branch,Active
106858,2633,Personal,2023-05-15,35117.24,0.1489,24,Branch,Active
106859,2079,Personal,2025-05-01,52773.73,0.1788,36,Partner,Active
106860,6529,Personal,2023-11-08,13639.94,0.2137,48,Online,Active
106861,247,Mortgage,2024-04-04,246942.19,0.069,300,Branch,Active
106862,7915,Auto,2023-04-06,82500.21,0.1292,48,Online,Active
106863,5236,Auto,2024-12-09,46286.09,0.1034,36,Online,Active
106864,5352,Personal,2026-01-27,27340.64,0.1436,48,Branch,Active
106865,5580,Personal,2025-11-18,24419.53,0.1135,12,Branch,Active
106866,3452,Personal,2025-01-12,56217.21,0.1506,24,Online,Active
106867,6947,SME,2024-01-07,88364.72,0.1913,12,Online,Active
106868,2323,SME,2022-04-07,126894.62,0.1784,12,Partner,Active
106869,1470,Mortgage,2025-05-09,154831.88,0.0748,300,Online,Active
106870,4906,Personal,2024-12-29,89070.56,0.1701,24,Branch,Active
106871,6929,Personal,2024-10-22,12551.49,0.1198,24,Branch,Active
106872,1680,Auto,2022-09-29,46424.24,0.1316,24,Partner,Active
106873,3254,Personal,2023-11-22,22332.06,0.1003,36,Broker,Active
106874,3912,Personal,2022-11-26,32764.95,0.1983,24,Broker,Active
106875,848,Mortgage,2023-10-03,366628.22,0.0663,240,Broker,Active
106876,6308,Personal,2024-08-14,38698.56,0.1646,12,Online,Active
106877,1279,Auto,2025-10-28,48077.82,0.0727,36,Broker,Active
106878,6371,Personal,2025-08-12,76851.87,0.1986,24,Branch,Active
106879,2098,Personal,2026-01-12,52143.19,0.03,48,Broker,Active
106880,7989,Personal,2025-10-24,36513.62,0.1502,24,Partner,Active
106881,1756,Personal,2024-09-04,15385.87,0.1536,48,Online,Active
106882,7827,Personal,2025-03-17,36671.78,0.1404,12,Broker,Active
106883,7038,Personal,2025-08-11,32303.94,0.1526,36,Online,Active
106884,1535,Personal,2023-10-19,18419.13,0.1685,24,Online,Active
106885,3647,Personal,2024-07-04,25585.96,0.2717,24,Branch,Active
106886,2326,Mortgage,2022-12-12,278707.29,0.0777,300,Online,Active
106887,4387,Personal,2025-04-14,25198.18,0.1631,12,Broker,Active
106888,6,SME,2024-02-24,42047.68,0.1479,24,Broker,Active
106889,4735,Auto,2024-03-29,38749.29,0.1544,60,Online,Active
106890,3229,SME,2024-06-18,57749.68,0.1723,36,Branch,Active
106891,6265,Personal,2024-03-09,63029.11,0.1934,24,Online,Active
106892,1796,Personal,2024-06-29,29825.81,0.1785,24,Online,Active
106893,6650,Personal,2025-07-07,19573.91,0.1794,12,Branch,Active
106894,4070,Personal,2024-12-25,21123.37,0.1205,36,Online,Active
106895,6908,Auto,2025-02-02,28661.3,0.1108,36,Branch,Active
106896,838,Personal,2022-10-23,37018.08,0.1517,24,Branch,Active
106897,1424,Personal,2024-09-26,47379.49,0.1791,24,Online,Active
106898,1004,Personal,2023-07-30,27307.9,0.1268,12,Branch,Active
106899,4632,Auto,2025-06-08,51924.29,0.1171,60,Broker,Active
106900,3790,Personal,2023-10-25,41291.86,0.1299,12,Broker,Active
106901,3466,Personal,2022-10-08,14814.72,0.1542,24,Broker,Active
106902,3312,Personal,2023-02-21,28475.58,0.1008,12,Branch,Active
106903,4999,Personal,2025-03-08,22777.96,0.1964,12,Partner,Active
106904,7163,Mortgage,2022-12-05,119361.89,0.0735,180,Broker,Active
106905,4188,Personal,2023-01-23,37644.96,0.1891,12,Branch,Active
106906,2081,Auto,2023-11-10,64410.47,0.1497,48,Branch,Active
106907,7296,Personal,2022-06-25,30102.59,0.184,36,Online,Active
106908,2132,Personal,2024-08-05,56660.12,0.1345,36,Online,Active
106909,7569,Personal,2024-12-25,90825.73,0.1566,36,Online,Active
106910,6061,Personal,2022-08-17,34149.68,0.2037,36,Online,Active
106911,3842,SME,2023-07-20,60130.07,0.0975,24,Online,Active
106912,4383,Personal,2025-06-26,14281.33,0.1388,48,Broker,Active
106913,4319,Personal,2022-11-21,27948.07,0.1969,48,Broker,Active
106914,1244,Personal,2024-09-16,39147.37,0.0786,24,Online,Active
106915,118,Mortgage,2024-10-24,254891.67,0.07,180,Branch,Active
106916,5653,Personal,2025-03-05,90167.96,0.2267,36,Broker,Active
106917,2334,Auto,2024-12-19,51598.27,0.1204,60,Branch,Active
106918,903,Personal,2024-08-30,30763.52,0.2159,48,Branch,Active
106919,2615,Personal,2023-03-15,12552.85,0.1117,24,Broker,Active
106920,7947,Mortgage,2026-01-04,197596.09,0.0803,240,Broker,Active
106921,1079,Personal,2022-08-08,42079.76,0.1318,12,Online,Active
106922,1381,Personal,2023-01-12,22890.86,0.1107,36,Broker,Active
106923,7403,Personal,2024-01-05,21151.22,0.1579,24,Partner,Active
106924,6669,Personal,2024-07-10,21399.84,0.2028,36,Broker,Active
106925,7507,Mortgage,2025-08-15,170672.14,0.0614,180,Online,Active
106926,2479,Personal,2024-08-27,43587.03,0.1306,36,Broker,Active
106927,1971,Personal,2024-03-24,37774.82,0.1642,12,Online,Active
106928,6237,Personal,2024-05-25,14322.14,0.0676,12,Partner,Active
106929,6599,Personal,2025-07-13,8509.39,0.1459,24,Broker,Active
106930,4261,Mortgage,2023-07-29,254663.96,0.0752,300,Online,Active
106931,206,Personal,2025-08-18,21733.15,0.2261,48,Broker,Active
106932,3883,Auto,2022-04-24,59807.5,0.1157,48,Broker,Active
106933,6378,Auto,2022-05-26,44185.17,0.1088,48,Broker,Active
106934,4830,Personal,2023-09-07,33663.82,0.1488,12,Branch,Active
106935,4969,Personal,2025-10-17,18007.87,0.1567,24,Broker,Active
106936,1408,SME,2025-11-23,60488.69,0.1617,24,Partner,Active
106937,6281,Auto,2025-08-10,33900.73,0.1024,24,Online,Active
106938,4512,Mortgage,2025-01-11,151249.03,0.0915,240,Online,Active
106939,4977,Personal,2025-06-07,24316.25,0.2092,12,Partner,Active
106940,2033,Personal,2025-10-14,41688.93,0.2324,24,Partner,Active
106941,993,Personal,2022-02-15,25341.26,0.086,24,Branch,Active
106942,5021,Personal,2025-09-22,23502.3,0.1435,36,Partner,Active
106943,7774,Personal,2024-12-13,57602.15,0.1814,36,Broker,Active
106944,831,Personal,2022-05-06,14643.44,0.2199,36,Branch,Active
106945,7437,Mortgage,2022-03-14,200531.27,0.06,240,Broker,Active
106946,6565,Personal,2022-05-17,21400.86,0.144,24,Broker,Active
106947,2761,Personal,2024-11-02,56951.43,0.1939,36,Online,Active
106948,4865,Personal,2022-08-02,34086.75,0.1299,36,Online,Active
106949,94,Personal,2024-09-02,43794.3,0.152,12,Online,Active
106950,1039,Mortgage,2022-03-10,207550.85,0.0657,180,Broker,Active
106951,3220,Personal,2023-07-20,45172.22,0.0868,36,Broker,Active
106952,7074,Mortgage,2025-09-11,167029.29,0.0747,300,Broker,Active
106953,7227,Personal,2025-03-08,14797.25,0.1373,24,Online,Active
106954,516,Personal,2022-02-22,29720.01,0.1314,36,Online,Active
106955,6258,Personal,2023-09-11,44330.6,0.1597,12,Branch,Active
106956,1755,Auto,2023-09-07,52238.02,0.108,48,Online,Active
106957,860,Personal,2023-09-10,19487.07,0.2762,48,Online,Active
106958,4312,Personal,2024-04-17,24487.12,0.2073,24,Broker,Active
106959,242,Auto,2025-08-16,77522.41,0.137,24,Broker,Active
106960,4883,Personal,2022-08-24,19532.46,0.1934,48,Broker,Active
106961,4710,Personal,2026-01-13,28303.74,0.1722,24,Branch,Active
106962,5436,SME,2023-04-19,30090.43,0.1089,36,Online,Active
106963,5121,Personal,2024-12-01,19238.41,0.2248,12,Broker,Active
106964,830,Auto,2023-01-28,92631.4,0.0839,48,Broker,Active
106965,4004,Mortgage,2022-12-13,152230.65,0.0553,300,Broker,Active
106966,6781,Auto,2022-10-24,87006.35,0.13,36,Broker,Active
106967,3893,Personal,2025-10-15,33856.18,0.1822,24,Online,Active
106968,4367,Personal,2023-01-17,74139.59,0.1962,36,Partner,Active
106969,4187,Auto,2024-04-14,79287.7,0.124,24,Branch,Active
106970,942,Auto,2025-10-10,82489.53,0.113,36,Online,Active
106971,7461,Personal,2023-09-25,20721.63,0.181,24,Partner,Active
106972,6456,SME,2025-07-31,163598.52,0.1431,18,Branch,Active
106973,90,Auto,2024-05-29,98131.16,0.1358,48,Online,Active
106974,2331,Auto,2023-12-09,25536.51,0.1024,60,Branch,Active
106975,2910,Personal,2022-02-03,71853.58,0.1557,36,Branch,Active
106976,547,Auto,2023-07-28,50214.29,0.1323,24,Online,Active
106977,1406,Personal,2023-03-07,17913.45,0.1963,24,Broker,Active
106978,3584,SME,2022-04-16,134256.84,0.1339,36,Online,Active
106979,4457,Personal,2024-05-15,32074.76,0.1002,36,Broker,Active
106980,4925,Personal,2023-06-09,46668.3,0.2033,24,Online,Active
106981,2314,Auto,2023-05-01,32332.4,0.1269,48,Online,Active
106982,2200,Personal,2024-05-03,56526.71,0.1205,48,Online,Active
106983,2851,Personal,2022-12-21,31497.46,0.2285,36,Partner,Active
106984,4363,Personal,2025-10-31,34004.11,0.175,24,Partner,Active
106985,3552,Personal,2022-02-18,19619.04,0.1912,24,Branch,Active
106986,6861,Auto,2025-11-23,47516.07,0.0763,60,Online,Active
106987,1350,Mortgage,2022-08-25,231426.04,0.0606,300,Broker,Active
106988,3124,Personal,2025-10-21,39949.48,0.1108,24,Branch,Active
106989,6804,Personal,2025-06-04,29639.33,0.1755,24,Branch,Active
106990,4089,Personal,2024-03-28,19947.14,0.1894,36,Branch,Active
106991,2634,Mortgage,2024-01-05,227148.06,0.0634,180,Broker,Active
106992,7985,Auto,2023-03-16,67576.05,0.0814,60,Branch,Active
106993,2346,Mortgage,2024-03-19,284833.12,0.0689,180,Branch,Active
106994,6243,Personal,2026-01-13,76208.62,0.07,12,Partner,Active
106995,4954,Personal,2022-09-27,33730.04,0.1167,24,Online,Active
106996,85,Mortgage,2022-06-29,194767.46,0.0843,240,Online,Active
106997,879,Auto,2024-05-20,36363.41,0.1147,60,Broker,Active
106998,2899,SME,2025-09-19,85889.23,0.1554,24,Broker,Active
106999,2124,Personal,2022-03-20,40915.17,0.101,48,Online,Active
107000,1451,Personal,2025-10-18,18230.42,0.2222,48,Branch,Active
107001,5979,Personal,2026-01-31,38655.11,0.1932,12,Online,Active
107002,1420,Mortgage,2024-03-12,248752.2,0.0667,120,Online,Active
107003,7908,Personal,2023-12-18,25638.03,0.1604,36,Branch,Active
107004,5529,Auto,2023-06-04,36768.03,0.1016,48,Online,Active
107005,1971,Personal,2022-12-20,34721.92,0.1344,24,Online,Active
107006,7546,Mortgage,2025-11-25,308956.33,0.0666,300,Online,Active
107007,6355,Personal,2022-10-12,29155.74,0.2008,36,Online,Active
107008,6579,Mortgage,2022-07-25,289195.87,0.0689,180,Partner,Active
107009,2606,Mortgage,2025-05-24,186799.95,0.0782,120,Online,Active
107010,7038,Auto,2022-10-11,54403.63,0.0983,48,Partner,Active
107011,7851,Personal,2024-11-12,25942.86,0.2264,24,Online,Active
107012,5186,Personal,2025-09-29,31805.57,0.2319,24,Online,Active
107013,6545,Mortgage,2025-11-06,235869.84,0.07,120,Branch,Active
107014,2312,Personal,2025-01-06,37951.12,0.1709,36,Online,Active
107015,620,Personal,2025-10-01,35404.27,0.0819,24,Broker,Active
107016,3490,Mortgage,2024-01-08,113063.88,0.0764,180,Broker,Active
107017,3538,Personal,2023-05-10,44266.16,0.1701,24,Broker,Active
107018,5278,Personal,2023-12-21,60788.9,0.2432,36,Branch,Active
107019,3343,Personal,2022-04-27,55867.28,0.2051,24,Partner,Active
107020,2710,Auto,2022-02-28,23652.41,0.1311,24,Partner,Active
107021,2314,Mortgage,2025-10-31,227973.23,0.0624,180,Online,Active
107022,6018,Auto,2023-11-26,46866.48,0.115,60,Online,Active
107023,2550,Personal,2026-01-06,27428.83,0.1601,24,Branch,Active
107024,4602,Personal,2024-02-13,45025.81,0.1525,36,Online,Active
107025,2845,Auto,2023-07-16,53598.15,0.1338,48,Broker,Active
107026,617,SME,2023-09-05,72239.55,0.1787,24,Online,Active
107027,1006,Personal,2022-11-16,32069.29,0.1887,48,Online,Active
107028,6197,Personal,2025-12-30,27122.18,0.1381,24,Broker,Active
107029,7772,Auto,2024-01-26,86470.94,0.1206,60,Broker,Active
107030,7575,Personal,2022-03-27,30934.16,0.2576,12,Online,Active
107031,3172,Personal,2024-08-01,38588.86,0.1276,36,Broker,Active
107032,1640,Mortgage,2025-07-28,184983.85,0.0797,240,Online,Active
107033,3661,Personal,2024-06-10,28762.4,0.1014,36,Partner,Active
107034,6852,Mortgage,2025-03-23,178569.16,0.0848,300,Broker,Active
107035,3515,Personal,2022-09-12,25049.18,0.1693,36,Online,Active
107036,2118,Personal,2024-09-15,35606.95,0.1175,12,Broker,Active
107037,6561,Personal,2023-09-19,12000.41,0.1381,36,Branch,Active
107038,2667,Mortgage,2023-02-23,153495.42,0.085,300,Branch,Active
107039,6734,Personal,2025-10-03,17295.81,0.174,24,Branch,Active
107040,6741,Personal,2025-04-16,13989.36,0.1404,48,Broker,Active
107041,5366,Personal,2024-05-20,38410.84,0.2063,48,Partner,Active
107042,7467,Mortgage,2023-12-20,272231.36,0.0664,120,Online,Active
107043,199,Personal,2024-02-09,17834.44,0.2435,24,Branch,Active
107044,4599,Personal,2025-06-30,20648.0,0.1875,24,Broker,Active
107045,6605,Auto,2023-12-01,42065.52,0.11,36,Broker,Active
107046,4414,Personal,2024-12-25,18900.7,0.1595,24,Online,Active
107047,2785,Mortgage,2023-07-02,302052.85,0.0581,180,Online,Active
107048,6825,Auto,2025-09-01,57940.06,0.1116,48,Broker,Active
107049,4461,Personal,2022-10-11,35294.88,0.1352,12,Broker,Active
107050,1643,Personal,2022-08-28,23981.47,0.1573,24,Branch,Active
107051,5476,Personal,2024-04-29,30794.32,0.2332,24,Online,Active
107052,4975,Personal,2024-12-19,33770.17,0.2032,36,Broker,Active
107053,5573,Mortgage,2023-11-13,226853.07,0.071,300,Branch,Active
107054,920,Personal,2022-06-22,24197.59,0.1885,12,Online,Active
107055,1182,SME,2023-05-21,47803.52,0.1985,24,Branch,Active
107056,894,Auto,2023-05-06,66591.0,0.1034,24,Online,Active
107057,2792,Personal,2022-12-05,24950.77,0.1004,12,Partner,Active
107058,7808,Auto,2024-04-14,30824.62,0.102,24,Partner,Active
107059,3205,Auto,2024-08-07,36494.43,0.1383,60,Branch,Active
107060,6573,Personal,2023-04-24,21158.9,0.1986,12,Branch,Active
107061,3102,Personal,2023-12-06,34347.02,0.1319,36,Partner,Active
107062,7249,Auto,2022-09-10,81134.63,0.1034,36,Online,Active
107063,6585,SME,2023-12-25,67529.15,0.1235,18,Branch,Active
107064,7092,Auto,2024-03-21,49294.37,0.1097,36,Branch,Active
107065,563,Mortgage,2025-10-17,215936.27,0.0718,240,Online,Active
107066,4745,SME,2024-05-15,57813.92,0.115,24,Online,Active
107067,6190,Personal,2025-07-17,19457.28,0.1046,24,Broker,Active
107068,1028,Personal,2025-03-05,32345.27,0.1657,24,Broker,Active
107069,4052,Personal,2022-08-06,53525.97,0.2025,36,Online,Active
107070,2690,Auto,2024-05-14,37407.71,0.1441,36,Online,Active
107071,6378,Personal,2023-06-30,37567.11,0.1757,36,Broker,Active
107072,4814,Mortgage,2023-10-12,148091.88,0.0759,240,Online,Active
107073,7886,Personal,2025-04-19,45584.14,0.179,24,Broker,Active
107074,5130,Mortgage,2023-02-15,109731.54,0.0624,300,Broker,Active
107075,6744,Personal,2022-11-18,12393.83,0.2208,12,Broker,Active
107076,1373,Auto,2023-12-12,68054.54,0.1014,60,Broker,Active
107077,713,Personal,2024-12-22,74869.7,0.2326,36,Broker,Active
107078,7267,Personal,2022-02-17,37644.0,0.1468,24,Online,Active
107079,4418,Personal,2024-05-22,23056.72,0.1363,36,Online,Active
107080,3384,Auto,2025-12-09,45289.69,0.1078,24,Branch,Active
107081,337,Auto,2025-10-01,29026.49,0.1354,36,Partner,Active
107082,1651,Personal,2024-02-20,76166.34,0.1531,12,Online,Active
107083,2723,SME,2024-03-28,37159.94,0.1882,24,Broker,Active
107084,3973,Personal,2022-07-31,95035.71,0.2102,12,Online,Active
107085,7274,Mortgage,2022-05-12,172615.01,0.0689,180,Partner,Active
107086,1255,Mortgage,2023-04-30,155411.47,0.0785,120,Branch,Active
107087,5022,Personal,2025-01-21,41165.73,0.1835,24,Online,Active
